house_id,city,sale_price,sale_date,months_listed,bedrooms,house_type,area
1333860,Poppleton,79258,6/28/2020,3.4,2,Semi-detached,170.4 sq.m.
1838239,Silvertown,274027,6/28/2020,4.9,4,Detached,381.7 sq.m.
1506704,Silvertown,256261,6/29/2020,8.6,4,Detached,379.2 sq.m.
1722765,Teasdale,415206,7/1/2020,7.2,6,Detached,550.1 sq.m.
1319066,Silvertown,111140,7/3/2020,4.7,2,Semi-detached,198.4 sq.m.
1674075,Teasdale,69083,7/5/2020,9.3,2,Terraced,178.5 sq.m.
1948789,Riverford,215858,7/5/2020,5.4,5,Detached,428.7 sq.m.
1688040,Poppleton,324382,7/5/2020,7.3,6,Detached,538.8 sq.m.
1422432,Silvertown,366141,7/5/2020,3.9,6,Detached,600.0 sq.m.
1886105,Teasdale,214140,7/6/2020,7.4,3,Detached,248.4 sq.m.
1390771,Silvertown,318460,7/6/2020,3.5,5,Detached,467.9 sq.m.
1053077,Teasdale,111154,7/7/2020,4.5,2,Semi-detached,178.9 sq.m.
1209442,Silvertown,231873,7/7/2020,5.8,4,Detached,332.0 sq.m.
1672551,Poppleton,66279,7/8/2020,4.8,3,Terraced,206.2 sq.m.
1619080,Teasdale,267229,7/10/2020,7.1,4,Detached,335.1 sq.m.
1903260,Silvertown,85885,7/11/2020,6.7,2,Semi-detached,172.7 sq.m.
1584947,Teasdale,151648,7/11/2020,7.1,2,Detached,192.4 sq.m.
1186022,Teasdale,324161,7/11/2020,5.9,4,Detached,385.1 sq.m.
1915648,Silvertown,359213,7/12/2020,5.7,6,Detached,502.4 sq.m.
1438855,Riverford,33903,7/14/2020,8.1,2,Terraced,128.2 sq.m.
1268745,Silvertown,245426,7/14/2020,6.9,4,Detached,365.5 sq.m.
1074831,Teasdale,329695,7/15/2020,10.4,5,Detached,423.8 sq.m.
1624736,Teasdale,331152,7/15/2020,7.8,5,Detached,414.0 sq.m.
1472754,Riverford,168295,7/16/2020,6.2,4,Detached,329.0 sq.m.
1892453,Teasdale,254071,7/16/2020,5.9,4,Detached,312.4 sq.m.
1518604,Teasdale,295782,7/16/2020,3.5,4,Detached,354.8 sq.m.
1069572,Teasdale,463700,7/16/2020,2.7,6,Detached,591.2 sq.m.
1719139,Riverford,261680,7/19/2020,3.8,6,Detached,537.7 sq.m.
1046910,Poppleton,383896,7/19/2020,7.0,6,Detached,574.7 sq.m.
1489036,Teasdale,84418,7/20/2020,6.9,2,Semi-detached,133.0 sq.m.
1032687,Silvertown,43333,7/21/2020,6.0,2,Terraced,114.4 sq.m.
1924850,Poppleton,69717,7/22/2020,4.4,3,Terraced,221.1 sq.m.
1122070,Riverford,78794,7/22/2020,5.8,3,Semi-detached,200.4 sq.m.
1412586,Riverford,179849,7/22/2020,4.6,4,Detached,345.7 sq.m.
1866287,Riverford,200658,7/22/2020,3.5,5,Detached,409.5 sq.m.
1181342,Riverford,242347,7/22/2020,6.9,5,Detached,485.5 sq.m.
1057028,Unknown,383882,7/22/2020,5.8,5,Detached,479.1 sq.m.
1883852,Silvertown,91287,7/23/2020,7.9,2,Semi-detached,175.4 sq.m.
1411597,Poppleton,168916,7/23/2020,7.3,4,Detached,301.3 sq.m.
1939007,Teasdale,193007,7/23/2020,6.9,3,Detached,242.4 sq.m.
1124211,Silvertown,386810,7/23/2020,3.7,6,Detached,540.3 sq.m.
1664607,Poppleton,292649,7/24/2020,9.2,6,Detached,517.3 sq.m.
1486915,Silvertown,253884,7/25/2020,5.0,4,Detached,353.9 sq.m.
1118440,Poppleton,216062,7/26/2020,6.8,4,Detached,340.2 sq.m.
1637988,Poppleton,303957,7/26/2020,5.6,5,Detached,468.3 sq.m.
1629059,Silvertown,328677,7/26/2020,8.3,5,Detached,455.9 sq.m.
1320300,Silvertown,63745,7/27/2020,5.7,2,Semi-detached,123.7 sq.m.
1752479,Poppleton,88647,7/27/2020,5.3,2,Semi-detached,199.4 sq.m.
1745950,Poppleton,289848,7/27/2020,7.8,5,Detached,450.4 sq.m.
1776487,Silvertown,318196,7/27/2020,2.0,5,Detached,470.8 sq.m.
1328828,Poppleton,283897,7/28/2020,5.0,6,Detached,518.9 sq.m.
1664425,Teasdale,82861,7/29/2020,4.8,3,Terraced,207.9 sq.m.
1405097,Poppleton,242077,7/29/2020,4.5,5,Detached,429.7 sq.m.
1450091,Unknown,345766,7/29/2020,5.5,5,Detached,479.0 sq.m.
1960809,Silvertown,69767,7/30/2020,3.2,2,Terraced,197.3 sq.m.
1491804,Poppleton,79410,7/30/2020,4.8,2,Semi-detached,171.8 sq.m.
1943618,Riverford,171936,7/30/2020,8.0,4,Detached,336.3 sq.m.
1030063,Riverford,149446,7/31/2020,3.4,4,Detached,326.9 sq.m.
1680567,Silvertown,69399,8/1/2020,7.0,2,Terraced,199.4 sq.m.
1418266,Silvertown,398613,8/2/2020,8.0,6,Detached,550.8 sq.m.
1183122,Riverford,89504,8/3/2020,6.6,3,Semi-detached,228.8 sq.m.
1897427,Unknown,97706,8/4/2020,9.3,3,Terraced,234.8 sq.m.
1036834,Silvertown,170525,8/4/2020,6.0,3,Detached,265.2 sq.m.
1499211,Riverford,88900,8/6/2020,4.9,3,Semi-detached,230.0 sq.m.
1139390,Teasdale,132222,8/6/2020,7.9,3,Semi-detached,203.8 sq.m.
1016104,Silvertown,216118,8/6/2020,6.4,4,Detached,315.9 sq.m.
1722437,Silvertown,264477,8/6/2020,2.6,5,Detached,414.9 sq.m.
1514204,Poppleton,290411,8/6/2020,3.8,5,Detached,478.2 sq.m.
1891542,Teasdale,197489,8/8/2020,4.0,3,Detached,246.1 sq.m.
1687847,Poppleton,35158,8/9/2020,8.0,2,Terraced,124.2 sq.m.
1693997,Teasdale,416775,8/9/2020,2.4,5,Detached,488.1 sq.m.
1547654,Silvertown,240690,8/10/2020,7.0,4,Detached,359.1 sq.m.
1049250,Teasdale,399148,8/11/2020,4.2,5,Detached,455.2 sq.m.
1272848,Silvertown,400591,8/11/2020,5.2,6,Detached,535.0 sq.m.
1261270,Teasdale,448696,8/11/2020,4.5,6,Detached,553.9 sq.m.
1270480,Teasdale,67802,8/12/2020,5.0,2,Semi-detached,106.3 sq.m.
1439034,Silvertown,384253,8/12/2020,5.9,6,Detached,543.0 sq.m.
1944176,Poppleton,229350,8/13/2020,7.3,4,Detached,398.9 sq.m.
1351828,Poppleton,148432,8/15/2020,5.3,3,Detached,254.0 sq.m.
1316360,Riverford,270211,8/15/2020,3.7,6,Detached,530.1 sq.m.
1001618,Poppleton,282662,8/15/2020,2.4,5,Detached,482.4 sq.m.
1415208,Silvertown,370787,8/16/2020,5.3,6,Detached,569.9 sq.m.
1370378,Silvertown,201231,8/17/2020,6.7,4,Detached,304.3 sq.m.
1682594,Silvertown,361463,8/17/2020,3.1,6,Detached,539.7 sq.m.
1950864,Silvertown,125962,8/18/2020,1.4,3,Semi-detached,226.0 sq.m.
1470021,Riverford,158198,8/18/2020,5.3,4,Detached,316.8 sq.m.
1567024,Poppleton,203117,8/18/2020,4.8,4,Detached,318.3 sq.m.
1345926,Silvertown,308186,8/18/2020,7.2,5,Detached,462.5 sq.m.
1422349,Poppleton,97538,8/20/2020,4.8,3,Semi-detached,223.2 sq.m.
1969099,Unknown,158584,8/20/2020,4.1,3,Detached,241.1 sq.m.
1576622,Teasdale,239075,8/20/2020,5.7,3,Detached,288.3 sq.m.
1293594,Unknown,50500,8/21/2020,6.4,2,Semi-detached,138.9 sq.m.
1176623,Riverford,80784,8/22/2020,5.6,3,Semi-detached,210.7 sq.m.
1556095,Silvertown,395941,8/22/2020,4.7,6,Detached,568.2 sq.m.
1772362,Poppleton,335588,8/24/2020,6.8,6,Detached,551.2 sq.m.
1864521,Silvertown,317050,8/25/2020,5.1,5,Detached,478.1 sq.m.
1448331,Poppleton,57065,8/26/2020,6.2,2,Semi-detached,123.9 sq.m.
1179477,Riverford,73454,8/27/2020,7.3,2,Semi-detached,192.4 sq.m.
1019689,Silvertown,368647,8/27/2020,4.6,6,Detached,510.8 sq.m.
1300404,Unknown,200253,8/30/2020,5.4,3,Detached,270.7 sq.m.
1908090,Unknown,388118,8/30/2020,7.3,5,Detached,467.5 sq.m.
1301616,Silvertown,48113,8/31/2020,5.2,2,Terraced,144.1 sq.m.
1542650,Poppleton,211854,8/31/2020,5.6,4,Detached,368.9 sq.m.
1757147,Silvertown,241756,8/31/2020,4.9,4,Detached,370.1 sq.m.
