house_id,city,sale_price,sale_date,months_listed,bedrooms,house_type,area
1717808,2,255251,4/14/2020,4.8,6,3,530.1
1658322,1,117774,9/28/2022,4.5,3,2,227.5
1840298,4,29817,2/1/2020,6.0,2,1,101.2
1966577,1,397700,12/16/2020,9.0,6,3,550.3
1625659,3,235516,12/16/2022,6.2,4,3,324.9
1505694,1,325388,10/30/2022,0.6,5,3,478.4
1196218,4,140548,9/13/2020,6.7,3,3,226.1
1964046,4,190093,12/11/2021,8.8,4,3,306.7
1457312,1,293965,6/4/2020,5.0,5,3,429.8
1732637,3,473336,9/6/2020,8.1,6,3,598.3
1942805,1,55226,9/5/2021,8.2,2,1,160.5
1347606,1,63301,2/28/2020,5.6,2,1,177.6
1184164,3,222017,12/9/2021,6.7,3,3,269.5
1547407,3,215139,10/13/2021,6.9,3,3,260.9
1096873,3,466321,2/10/2020,6.4,6,3,532.4
1920641,1,289694,12/25/2020,4.0,4,3,395.5
1229072,3,122082,7/16/2020,7.7,3,2,208.5
1545263,4,240427,7/12/2022,6.7,4,3,386.5
1534443,3,344946,10/7/2020,6.5,5,3,422.8
1688002,1,308318,3/27/2020,5.7,5,3,471.9
1210618,4,223820,4/26/2020,9.7,5,3,404.0
1120136,1,230418,2/9/2020,5.4,4,3,325.5
1240223,1,192125,9/11/2022,6.6,3,3,290.0
1827485,1,349505,1/19/2020,5.8,5,3,447.2
1115856,1,249976,8/16/2022,1.5,4,3,371.6
1013452,1,367214,6/29/2021,7.9,6,3,501.1
1648832,4,168406,11/2/2020,5.9,3,3,294.4
1637202,4,342195,6/9/2022,6.8,6,3,574.2
1522464,3,234123,10/11/2022,10.4,3,3,283.2
1025361,4,193452,5/22/2020,7.4,4,3,302.6
1423616,1,232910,2/25/2021,3.3,4,3,339.1
1820401,1,119269,6/20/2021,6.0,3,2,221.6
1142969,1,75825,7/12/2020,2.9,3,1,205.4
1252336,1,401536,8/31/2021,8.1,6,3,520.9
1689823,2,175863,2/19/2020,7.9,4,3,333.4
1828245,1,174723,7/5/2022,7.0,3,3,251.7
1892592,1,212785,4/13/2022,2.0,4,3,310.3
1778521,3,349431,5/28/2022,5.5,5,3,449.1
1077661,1,62275,3/20/2022,6.7,2,2,122.0
1284556,4,52946,8/5/2022,5.0,2,1,187.1
1773796,4,164657,8/18/2022,4.5,3,3,275.3
1884248,1,92232,4/30/2022,3.1,2,2,181.4
1137674,2,57249,2/12/2022,6.4,2,2,152.7
1127541,1,246582,3/27/2021,5.7,4,3,351.7
1353954,1,58473,8/15/2022,6.0,2,1,169.2
1742650,2,132917,5/26/2020,6.8,3,3,267.9
1926821,4,333646,12/5/2022,7.0,6,3,556.7
1318936,4,63114,5/24/2021,5.4,2,2,140.4
1334277,4,222922,5/23/2022,6.2,4,3,363.1
1306152,4,56155,8/16/2022,3.7,3,1,215.5
1345514,2,264909,10/4/2021,6.5,6,3,528.5
1865336,4,347531,4/27/2020,7.2,6,3,595.2
1447975,4,207985,6/20/2021,5.6,4,3,333.6
1536382,1,65182,7/21/2021,4.3,2,1,173.7
1356020,1,315515,5/15/2021,5.7,5,3,451.8
1431898,1,394399,2/28/2020,4.5,6,3,554.4
1446959,4,214085,6/20/2020,5.9,4,3,369.4
1415203,3,77362,3/20/2021,7.1,2,2,134.8
1967688,1,354608,6/21/2022,5.0,5,3,491.0
1280560,3,92807,1/4/2022,6.8,3,1,236.9
1520810,1,344213,10/18/2021,5.7,5,3,485.0
1693193,4,218857,1/17/2020,7.0,4,3,356.8
1276760,4,197170,9/9/2020,5.1,4,3,360.3
1825971,3,102934,12/16/2020,4.1,2,2,181.5
1072857,1,56756,3/24/2020,6.7,2,1,161.5
1589935,1,344582,5/28/2021,5.1,5,3,493.2
1848006,1,402438,7/26/2021,8.0,6,3,564.4
1509026,3,429779,11/4/2022,8.1,6,3,582.5
1703210,1,427937,12/3/2022,5.6,6,3,570.2
1040448,3,473598,6/13/2022,5.2,6,3,536.4
1888170,4,73606,8/8/2020,9.4,3,1,232.7
1212969,3,73959,9/5/2021,6.5,3,1,205.2
1624917,1,420750,9/4/2021,4.9,6,3,562.3
1063402,1,307755,9/29/2022,6.1,5,3,415.9
1553612,2,286637,10/5/2020,3.2,6,3,563.3
1886711,1,252909,10/21/2021,5.4,4,3,363.8
1386252,1,166309,6/7/2021,5.2,3,3,259.8
1873424,3,365171,6/8/2021,8.1,5,3,483.0
1202345,1,176566,12/17/2022,2.4,3,3,254.6
1854053,1,76018,1/25/2021,6.0,2,2,132.7
1422542,4,186138,12/2/2022,5.9,4,3,300.8
1537532,1,271660,8/14/2021,8.9,4,3,384.4
1557428,1,180533,9/5/2021,6.1,3,3,258.8
1390144,2,188889,7/20/2021,4.0,4,3,391.3
1421959,1,128148,9/27/2021,9.0,3,2,234.5
1100284,4,323365,9/10/2021,6.4,6,3,508.3
1337587,2,228577,9/9/2020,4.6,5,3,496.8
1135689,4,73796,3/14/2021,4.7,2,2,164.6
1496656,4,189014,11/12/2020,7.0,4,3,326.8
1835245,3,101030,8/7/2022,7.1,2,2,151.8
1480614,3,272484,6/5/2022,10.4,4,3,348.2
1449055,3,242197,6/7/2020,4.9,3,3,298.9
1850841,4,212573,6/11/2022,6.5,4,3,344.6
1784552,1,387872,3/19/2021,6.2,6,3,562.1
1175347,1,232686,12/3/2022,7.0,4,3,333.8
1614513,3,485896,7/12/2021,4.5,6,3,579.4
1973573,3,433655,2/9/2020,4.0,6,3,540.4
1605016,4,270203,6/15/2021,5.9,5,3,453.3
1962507,2,75781,6/21/2022,6.4,3,2,209.0
1046247,1,306747,7/10/2021,3.2,5,3,486.9
1931926,1,310393,2/12/2021,9.0,5,3,450.6
1906383,1,427514,7/13/2021,5.2,6,3,584.1
1708299,3,80823,12/28/2020,6.4,2,2,145.2
1901370,1,180818,11/1/2020,2.3,3,3,255.6
1401207,1,220668,2/3/2022,7.9,4,3,317.7
1612277,1,57012,7/25/2021,7.7,2,1,162.0
1818428,3,464586,1/21/2020,6.8,6,3,578.6
1702601,4,281996,4/15/2022,2.4,5,3,454.2
1023294,2,139732,10/17/2020,6.1,3,3,281.8
1474128,1,256773,11/10/2020,6.9,4,3,389.1
1034062,1,207032,12/20/2020,4.2,3,3,273.4
1037024,1,279361,1/14/2022,4.6,5,3,401.5
1849072,4,221229,9/26/2020,5.9,4,3,372.8
1042085,3,358051,12/4/2021,5.0,5,3,448.5
1467667,3,451611,7/21/2020,6.8,6,3,585.9
1739560,1,63629,6/13/2021,5.8,2,1,186.5
1716643,3,314740,3/24/2021,7.5,5,3,452.2
1203706,4,347990,5/10/2021,5.7,6,3,560.6
1576243,1,303530,9/10/2020,6.8,5,3,430.6
1039025,3,235911,12/3/2022,3.3,3,3,290.2
1190849,2,210506,10/27/2020,5.8,4,3,373.0
1689718,1,267097,11/7/2021,6.1,5,3,408.8
1246343,4,222523,12/29/2022,7.4,4,3,360.9
1565133,1,93951,10/28/2020,3.2,2,2,162.3
1464542,1,257793,4/7/2020,5.5,4,3,394.3
1585264,3,124398,8/3/2021,3.0,3,2,212.4
1809895,4,179399,3/15/2022,3.8,3,3,297.2
1733135,3,111518,9/24/2022,6.8,2,2,187.4
1299635,1,253811,11/25/2020,7.4,4,3,344.4
1428833,3,412371,5/8/2021,6.9,5,3,493.8
1548380,3,442858,12/6/2020,5.2,6,3,546.8
1523116,3,392640,6/21/2022,6.9,5,3,481.8
1759607,1,408606,5/17/2021,4.4,6,3,567.8
1469058,4,217605,6/5/2022,8.4,4,3,379.4
1815835,4,298933,10/26/2020,7.1,6,3,523.1
1775360,1,191048,6/1/2021,2.5,3,3,290.6
1468783,4,41496,12/4/2022,4.6,2,1,136.5
1271142,4,175502,12/5/2020,4.3,3,3,290.8
1560627,2,212041,12/3/2022,5.4,5,3,414.1
1686587,4,168631,5/11/2021,5.3,3,3,266.9
1979406,4,209711,5/25/2021,5.9,4,3,359.3
1235289,3,341837,11/17/2020,6.5,5,3,464.7
1011567,1,436304,8/30/2021,3.5,6,3,593.6
1398902,4,324862,8/25/2020,11.7,6,3,530.4
1178681,3,423623,9/13/2021,7.9,6,3,585.8
1717760,4,326328,10/6/2022,6.3,6,3,540.3
1151596,3,152719,4/14/2021,2.6,2,3,183.7
1496211,1,257488,8/25/2020,5.6,4,3,378.5
1835283,3,334466,1/7/2022,4.9,5,3,431.4
1026944,3,408397,2/7/2021,4.6,6,3,512.0
1222163,1,252485,1/9/2020,6.3,4,3,353.2
1923194,3,361235,11/19/2022,3.1,5,3,443.5
1889296,4,122838,12/27/2022,7.4,3,3,205.2
1818049,4,79748,6/12/2020,6.3,2,2,177.8
1524270,3,147745,8/9/2021,4.4,3,2,237.1
1335915,3,472091,11/4/2021,13.3,6,3,584.5
1349199,1,72445,6/14/2020,6.5,3,1,207.8
1763487,4,67640,2/11/2022,3.6,2,2,152.7
1818275,1,418680,9/11/2020,2.8,6,3,595.1
1589434,3,92481,9/20/2022,4.8,2,2,144.2
1892089,4,288952,12/30/2021,3.8,5,3,482.7
1424475,4,170119,6/3/2021,6.4,3,3,290.7
1341599,4,287911,3/6/2021,8.2,5,3,495.0
1425529,1,75364,5/5/2020,1.8,2,2,143.1
1262329,1,123921,1/18/2022,2.6,3,2,232.3
1499786,1,338833,9/21/2022,3.3,5,3,479.8
1590084,4,72504,9/12/2020,8.3,2,2,149.6
1511682,4,373017,1/5/2020,5.0,6,3,562.6
1098627,3,304991,5/16/2022,4.7,4,3,391.0
1589601,1,233405,11/19/2020,6.1,4,3,302.5
1114449,3,278469,2/5/2020,6.1,4,3,327.5
1254096,1,228735,1/21/2022,5.2,4,3,347.6
1959348,3,117122,2/7/2020,6.3,2,2,190.4
1382840,1,439564,8/29/2020,7.0,6,3,591.9
1010303,1,68280,10/15/2021,7.5,2,1,193.1
1521834,4,171906,10/12/2022,6.9,4,3,300.9
1260450,3,223633,4/9/2022,7.7,4,3,301.7
1125392,3,150997,8/20/2021,6.3,2,3,188.7
1603814,3,338221,6/26/2021,2.7,5,3,446.5
1153564,1,181840,9/29/2021,10.2,3,3,248.9
1983870,1,331546,9/18/2020,5.3,5,3,464.1
1683419,4,77611,1/13/2021,9.3,2,2,181.7
1894664,3,77403,12/17/2020,4.6,3,1,213.3
1830726,4,205297,10/18/2022,7.9,4,3,357.8
1057717,2,49963,1/25/2022,5.1,2,2,124.9
1003692,3,46107,4/26/2022,9.5,2,1,119.9
1180108,3,301752,10/26/2021,3.8,4,3,393.2
1794675,1,338065,7/2/2021,7.2,5,3,476.7
1222764,1,95706,1/9/2021,2.0,2,2,183.5
1119308,1,163026,5/19/2022,5.7,3,3,234.3
1483214,1,413247,5/15/2021,9.7,6,3,585.5
1270350,4,202852,11/8/2021,6.2,4,3,340.9
1524886,1,73901,12/22/2020,8.1,3,1,224.0
1304089,1,227513,9/15/2020,6.7,4,3,342.6
1716276,1,368622,10/2/2022,5.6,6,3,544.1
1238487,4,163989,10/23/2021,6.2,3,3,291.8
1485528,3,360294,10/18/2021,1.2,5,3,413.4
1456434,4,336273,11/6/2021,6.6,6,3,523.4
1554195,3,424251,4/5/2022,5.9,5,3,492.9
1635131,4,115668,12/12/2022,7.2,3,2,237.0
1478757,3,429005,8/4/2020,3.0,6,3,507.7
1719629,2,80334,6/15/2020,6.1,3,2,228.7
1611917,4,189942,11/30/2021,5.5,4,3,324.3
1524844,1,395221,1/4/2021,4.2,6,3,553.1
1008474,2,255945,12/26/2021,2.9,6,3,525.6
1152291,4,85406,5/26/2021,9.0,2,2,172.5
1992173,2,183889,6/4/2022,7.3,4,3,379.7
1838549,2,255209,1/21/2022,5.5,5,3,498.4
1751128,3,524175,8/23/2021,11.8,6,3,578.2
1739703,4,89366,3/27/2020,7.5,2,2,193.2
1396236,1,306244,8/25/2020,5.4,5,3,437.4
1695455,1,278143,8/11/2022,7.5,4,3,376.5
1496691,4,201354,7/18/2022,8.4,4,3,357.4
1447072,1,41793,7/15/2022,7.7,2,1,114.7
1514943,3,271863,3/11/2022,6.3,4,3,365.3
1547127,3,189801,10/9/2021,6.0,3,3,242.4
1100296,2,56114,4/24/2022,4.8,3,1,227.6
1135966,4,310576,2/5/2020,4.3,6,3,528.0
1510125,3,219987,11/11/2020,7.3,3,3,284.3
1869937,4,213666,8/9/2020,8.3,4,3,352.1
1089350,3,488900,8/15/2022,4.0,6,3,573.4
1814909,2,49881,8/18/2020,5.4,2,2,131.1
1589459,4,44641,7/11/2021,6.9,2,1,141.3
1832630,1,164196,6/23/2021,5.2,3,3,252.1
1212908,1,268127,3/20/2022,7.2,5,3,401.1
1075073,2,248893,5/9/2021,5.0,6,3,500.5
1606793,3,44552,5/22/2022,8.9,2,1,110.8
1712157,3,121007,8/1/2020,3.4,2,2,198.9
1300675,3,203709,12/8/2020,6.3,3,3,261.4
1308705,1,366210,9/14/2020,4.2,6,3,504.2
1368897,1,111225,1/5/2022,2.3,2,2,198.2
1402477,4,339676,1/17/2022,6.6,6,3,587.8
1481065,3,392233,9/9/2021,9.6,6,3,502.7
1725621,1,188233,9/9/2022,6.5,3,3,255.4
1831368,4,52099,8/2/2021,6.5,2,1,175.7
1508316,4,279888,4/18/2021,5.3,5,3,467.6
1441668,3,405433,6/14/2022,7.9,6,3,558.2
1090345,3,152347,4/15/2022,6.9,2,3,197.7
1777842,1,175486,9/7/2022,7.7,3,3,262.8
1714355,3,493951,10/27/2021,5.2,6,3,549.2
1544679,3,164890,4/30/2020,8.2,3,3,204.1
1083098,4,259717,1/19/2021,8.5,5,3,455.9
1543643,4,71995,4/11/2020,9.5,2,2,147.1
1635958,3,187261,6/28/2021,8.7,3,3,241.9
1786922,4,181202,3/17/2020,7.4,4,3,324.8
